_id,Date,Price,Open,High,Low,Vol,Change,Exchange,Country,Currency,Source
ObjectId("5c6f6c07afdb6c3febf80605"),""2018-11-02T00:00:00.000Z"",1665.53,1678.59,1697.44,1651.83,6960000,0,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80606"),""2018-11-01T00:00:00.000Z"",1665.53,1623.53,1670.45,1598.44,8140000.000000001,4.23,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80607"),""2018-10-31T00:00:00.000Z"",1598.01,1569.99,1623.91,1565.09,9390000,4.42,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80608"),""2018-10-30T00:00:00.000Z"",1530.42,1486.16,1540.99,1476.36,12460000,-0.55,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80609"),""2018-10-29T00:00:00.000Z"",1538.88,1660,1665.74,1495,13870000,-6.33,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8060a"),""2018-10-26T00:00:00.000Z"",1642.81,1649.59,1698.46,1603,14960000,-7.82,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8060b"),""2018-10-25T00:00:00.000Z"",1782.17,1703.34,1794.81,1692.01,10290000,7.09,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8060c"),""2018-10-24T00:00:00.000Z"",1664.2,1773.7,1777.71,1656.56,6930000,-5.91,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8060d"),""2018-10-23T00:00:00.000Z"",1768.7,1742.24,1776.34,1714,6720000,-1.15,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8060e"),""2018-10-22T00:00:00.000Z"",1789.3,1784,1809.5,1756,4500000,1.43,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8060f"),""2018-10-19T00:00:00.000Z"",1764.03,1785.16,1809.1,1753,5910000,-0.38,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80610"),""2018-10-18T00:00:00.000Z"",1770.72,1821.49,1830.15,1767.87,5870000,-3.33,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80611"),""2018-10-17T00:00:00.000Z"",1831.73,1842.79,1845,1807,5300000,0.65,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80612"),""2018-10-16T00:00:00.000Z"",1819.96,1783.5,1823.88,1761.55,5860000,3.35,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80613"),""2018-10-15T00:00:00.000Z"",1760.95,1795,1795.05,1734.23,6440000,-1.55,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80614"),""2018-10-12T00:00:00.000Z"",1788.61,1808,1808.95,1742.53,9440000,4.03,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80615"),""2018-10-11T00:00:00.000Z"",1719.36,1724,1755.4,1685.1,13940000,-2.04,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80616"),""2018-10-10T00:00:00.000Z"",1755.25,1857.89,1858.56,1754.41,10990000,-6.15,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80617"),""2018-10-09T00:00:00.000Z"",1870.32,1859.99,1896.68,1852.32,4770000,0.32,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80618"),""2018-10-08T00:00:00.000Z"",1864.42,1874,1902,1830.66,7390000,-1.34,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80619"),""2018-10-05T00:00:00.000Z"",1889.65,1917.99,1929.08,1862.83,6820000,-1.04,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8061a"),""2018-10-04T00:00:00.000Z"",1909.42,1949,1956,1896.57,7260000,-2.22,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8061b"),""2018-10-03T00:00:00.000Z"",1952.76,1981.7,1989.7,1949.81,5250000,-0.94,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8061c"),""2018-10-02T00:00:00.000Z"",1971.31,1999.99,2013.39,1965.77,5400000,-1.65,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8061d"),""2018-10-01T00:00:00.000Z"",2004.36,2021.99,2033.19,2003.6,3470000,0.07,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8061e"),""2018-09-28T00:00:00.000Z"",2003,2004.41,2026.52,1996.46,4090000,-0.5,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8061f"),""2018-09-27T00:00:00.000Z"",2012.98,1993.24,2016.16,1988.58,4330000,1.93,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80620"),""2018-09-26T00:00:00.000Z"",1974.85,1968.5,1995.25,1961.52,4310000,0.02,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80621"),""2018-09-25T00:00:00.000Z"",1974.55,1942.9,1975.91,1938.85,4540000,2.08,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80622"),""2018-09-24T00:00:00.000Z"",1934.36,1903.79,1936.88,1865,4210000,1.01,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80623"),""2018-09-21T00:00:00.000Z"",1915.01,1954.22,1957.31,1910.5,6860000,-1.51,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80624"),""2018-09-20T00:00:00.000Z"",1944.3,1938.58,1955,1932.25,3150000,0.93,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80625"),""2018-09-19T00:00:00.000Z"",1926.42,1940.5,1940.83,1904.9,4059999.9999999995,-0.75,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80626"),""2018-09-18T00:00:00.000Z"",1941.05,1918.65,1958.2,1915.44,4270000,1.73,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80627"),""2018-09-17T00:00:00.000Z"",1908.03,1954.73,1956.82,1887.41,7050000,-3.16,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80628"),""2018-09-14T00:00:00.000Z"",1970.19,1992.93,1993.65,1959.22,3640000,-0.99,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80629"),""2018-09-13T00:00:00.000Z"",1989.87,2000,2008.76,1982.03,3620000,-0.01,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8062a"),""2018-09-12T00:00:00.000Z"",1990,1994,2000,1962.44,4410000,0.14,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8062b"),""2018-09-11T00:00:00.000Z"",1987.15,1928.27,1988.88,1917,5030000,2.48,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8062c"),""2018-09-10T00:00:00.000Z"",1939.01,1971,1973.04,1931.52,4540000,-0.67,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8062d"),""2018-09-07T00:00:00.000Z"",1952.07,1938.71,1975.2,1937.35,4890000,-0.32,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8062e"),""2018-09-06T00:00:00.000Z"",1958.31,2006.51,2007.5,1935.21,7490000,-1.83,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8062f"),""2018-09-05T00:00:00.000Z"",1994.82,2038.11,2040.38,1989.89,8220000.000000001,-2.19,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80630"),""2018-09-04T00:00:00.000Z"",2039.51,2026.5,2050.5,2013,5720000,1.33,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80631"),""2018-08-31T00:00:00.000Z"",2012.71,2007,2022.38,2004.74,4200000,0.52,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80632"),""2018-08-30T00:00:00.000Z"",2002.38,1997.42,2025.57,1986.9,7280000,0.21,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80633"),""2018-08-29T00:00:00.000Z"",1998.1,1953.45,1998.69,1948.94,6530000,3.38,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80634"),""2018-08-28T00:00:00.000Z"",1932.82,1937.73,1941.78,1928.82,3100000,0.27,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80635"),""2018-08-27T00:00:00.000Z"",1927.68,1915,1927.7,1909.28,3570000,1.17,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80636"),""2018-08-24T00:00:00.000Z"",1905.39,1910.51,1916.01,1902.54,2800000,0.13,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80637"),""2018-08-23T00:00:00.000Z"",1902.9,1907.17,1919.5,1900.76,3560000,-0.1,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80638"),""2018-08-22T00:00:00.000Z"",1904.9,1876.64,1905.8,1876.64,3080000,1.14,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80639"),""2018-08-21T00:00:00.000Z"",1883.42,1880,1897.75,1874.4,3110000,0.36,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8063a"),""2018-08-20T00:00:00.000Z"",1876.71,1890.57,1891.75,1866.06,2860000,-0.29,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8063b"),""2018-08-17T00:00:00.000Z"",1882.22,1885.8,1888,1855.55,4099999.9999999995,-0.23,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8063c"),""2018-08-16T00:00:00.000Z"",1886.52,1903.94,1905,1883.55,3960000,0.21,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8063d"),""2018-08-15T00:00:00.000Z"",1882.62,1909.55,1916.21,1869.79,7700000,-1.93,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8063e"),""2018-08-14T00:00:00.000Z"",1919.65,1919.39,1921.01,1900,3990000,1.24,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8063f"),""2018-08-13T00:00:00.000Z"",1896.2,1898.5,1925,1893.67,5530000,0.52,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80640"),""2018-08-10T00:00:00.000Z"",1886.3,1888.51,1899.5,1878.21,3640000,-0.64,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80641"),""2018-08-09T00:00:00.000Z"",1898.52,1882,1914.57,1877.48,4860000,0.64,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80642"),""2018-08-08T00:00:00.000Z"",1886.52,1861,1891.51,1854.5,3960000,1.29,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80643"),""2018-08-07T00:00:00.000Z"",1862.48,1854.53,1869.72,1846.27,3380000,0.8,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80644"),""2018-08-06T00:00:00.000Z"",1847.75,1825.81,1847.77,1818.92,3390000,1.34,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80645"),""2018-08-03T00:00:00.000Z"",1823.29,1837.74,1841,1821.5,3460000,-0.6,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80646"),""2018-08-02T00:00:00.000Z"",1834.33,1788.77,1836.56,1786,4350000,2.07,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80647"),""2018-08-01T00:00:00.000Z"",1797.17,1784,1798.44,1776.02,4150000.0000000005,1.11,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80648"),""2018-07-31T00:00:00.000Z"",1777.44,1786.49,1801.83,1739.32,5740000,-0.1,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80649"),""2018-07-30T00:00:00.000Z"",1779.22,1827.33,1829.5,1766.02,6560000,-2.09,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8064a"),""2018-07-27T00:00:00.000Z"",1817.27,1876.05,1880.05,1806.53,9680000,0.51,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8064b"),""2018-07-26T00:00:00.000Z"",1808,1839,1844.68,1804.5,9920000,-2.98,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8064c"),""2018-07-25T00:00:00.000Z"",1863.61,1829.3,1863.84,1822.64,3840000,1.88,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8064d"),""2018-07-24T00:00:00.000Z"",1829.24,1829.01,1840,1809.38,4280000,1.51,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8064e"),""2018-07-23T00:00:00.000Z"",1802,1812.21,1819,1769.99,3890000,-0.65,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8064f"),""2018-07-20T00:00:00.000Z"",1813.7,1825.01,1834.84,1810.06,3890000,0.04,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80650"),""2018-07-19T00:00:00.000Z"",1812.97,1829.46,1841,1811.27,4680000,-1.63,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80651"),""2018-07-18T00:00:00.000Z"",1842.92,1848,1858.88,1831.27,4860000,-0.05,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80652"),""2018-07-17T00:00:00.000Z"",1843.93,1811.56,1851.69,1797.38,5680000,1.18,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80653"),""2018-07-16T00:00:00.000Z"",1822.49,1821.95,1841.95,1814.45,5470000,0.52,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80654"),""2018-07-13T00:00:00.000Z"",1813.03,1803.93,1815.3,1795.22,4390000,0.91,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80655"),""2018-07-12T00:00:00.000Z"",1796.62,1764.51,1798,1762.18,4530000,2.37,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80656"),""2018-07-11T00:00:00.000Z"",1755,1737.99,1756.96,1734,3210000,0.68,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80657"),""2018-07-10T00:00:00.000Z"",1743.07,1738.53,1750,1731,3000000,0.23,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80658"),""2018-07-09T00:00:00.000Z"",1739.02,1724.05,1739.56,1716.23,3010000,1.66,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80659"),""2018-07-06T00:00:00.000Z"",1710.63,1696,1715.27,1691.67,2650000,0.64,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8065a"),""2018-07-05T00:00:00.000Z"",1699.73,1705.38,1710.69,1682.15,2980000,0.34,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8065b"),""2018-07-03T00:00:00.000Z"",1693.96,1723.96,1725,1692.48,2180000,-1.16,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8065c"),""2018-07-02T00:00:00.000Z"",1713.78,1682.7,1713.89,1678.06,3190000,0.82,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8065d"),""2018-06-29T00:00:00.000Z"",1699.8,1717,1723.41,1694.32,4540000,-0.1,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8065e"),""2018-06-28T00:00:00.000Z"",1701.45,1672.54,1705.5,1661.17,4530000,2.47,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8065f"),""2018-06-27T00:00:00.000Z"",1660.51,1708.11,1711.95,1660,4870000,-1.81,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80660"),""2018-06-26T00:00:00.000Z"",1691.09,1672.37,1701.57,1663.34,4390000,1.68,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80661"),""2018-06-25T00:00:00.000Z"",1663.15,1702.51,1705,1646.31,7510000,-3.06,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80662"),""2018-06-22T00:00:00.000Z"",1715.67,1742.62,1743,1711.9,4080000,-0.84,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80663"),""2018-06-21T00:00:00.000Z"",1730.22,1760,1763.1,1717.56,4940000,-1.13,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80664"),""2018-06-20T00:00:00.000Z"",1750.08,1742.5,1762.93,1741.36,4330000,0.88,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80665"),""2018-06-19T00:00:00.000Z"",1734.78,1709.04,1736.11,1700.39,4290000,0.64,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80666"),""2018-06-18T00:00:00.000Z"",1723.79,1706.26,1726.74,1702.56,3110000,0.46,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80667"),""2018-06-15T00:00:00.000Z"",1715.97,1714,1720.87,1708.52,4780000,-0.46,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80668"),""2018-06-14T00:00:00.000Z"",1723.86,1713.48,1724.8,1708.87,3170000,1.11,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80669"),""2018-06-13T00:00:00.000Z"",1704.86,1702.81,1713.75,1700.12,3330000,0.36,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8066a"),""2018-06-12T00:00:00.000Z"",1698.75,1693,1699.51,1691.52,2260000,0.57,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8066b"),""2018-06-11T00:00:00.000Z"",1689.12,1681.51,1694.24,1680.59,2340000,0.3,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8066c"),""2018-06-08T00:00:00.000Z"",1683.99,1681.12,1689.44,1673.01,2960000,-0.31,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8066d"),""2018-06-07T00:00:00.000Z"",1689.3,1698.56,1699.9,1676.11,3770000,-0.38,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8066e"),""2018-06-06T00:00:00.000Z"",1695.75,1704.51,1714.5,1686.47,5470000,-0.04,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8066f"),""2018-06-05T00:00:00.000Z"",1696.35,1672.99,1699,1670.06,4780000,1.87,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80670"),""2018-06-04T00:00:00.000Z"",1665.27,1648.9,1665.68,1645.49,3190000,1.45,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80671"),""2018-06-01T00:00:00.000Z"",1641.54,1637.03,1646.73,1635.09,3310000,0.73,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80672"),""2018-05-31T00:00:00.000Z"",1629.62,1623,1635,1621.35,3170000,0.29,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80673"),""2018-05-30T00:00:00.000Z"",1624.89,1618.1,1626,1612.93,2910000,0.75,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80674"),""2018-05-29T00:00:00.000Z"",1612.87,1600.71,1621.79,1600.15,3850000,0.17,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80675"),""2018-05-25T00:00:00.000Z"",1610.15,1603,1614.12,1600.45,2700000,0.44,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80676"),""2018-05-24T00:00:00.000Z"",1603.07,1598.03,1608.24,1588.38,3430000,0.08,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80677"),""2018-05-23T00:00:00.000Z"",1601.86,1571.05,1601.86,1566.34,3360000,1.29,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80678"),""2018-05-22T00:00:00.000Z"",1581.4,1589.89,1589.89,1575.25,2120000,-0.26,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80679"),""2018-05-21T00:00:00.000Z"",1585.46,1585,1592.05,1575,2930000,0.7,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8067a"),""2018-05-18T00:00:00.000Z"",1574.37,1581.33,1583.59,1572.1,2640000,-0.47,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8067b"),""2018-05-17T00:00:00.000Z"",1581.76,1580.56,1594.04,1573,2150000,-0.35,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8067c"),""2018-05-16T00:00:00.000Z"",1587.28,1577.5,1594.43,1576.67,2570000,0.71,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8067d"),""2018-05-15T00:00:00.000Z"",1576.12,1587.81,1587.8,1565.22,5080000,-1.59,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8067e"),""2018-05-14T00:00:00.000Z"",1601.54,1604,1611.18,1600.05,2510000,-0.09,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8067f"),""2018-05-11T00:00:00.000Z"",1602.91,1610.99,1611.1,1597.89,2260000,-0.38,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80680"),""2018-05-10T00:00:00.000Z"",1609.08,1608.47,1615.6,1603.44,2820000,0.07,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80681"),""2018-05-09T00:00:00.000Z"",1608,1600,1608,1592,3640000,0.98,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80682"),""2018-05-08T00:00:00.000Z"",1592.39,1595,1596.88,1582.51,3070000,-0.48,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80683"),""2018-05-07T00:00:00.000Z"",1600.14,1589.34,1606.95,1587.83,3800000,1.21,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80684"),""2018-05-04T00:00:00.000Z"",1580.95,1562.45,1584.9,1562.19,3440000,0.56,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80685"),""2018-05-03T00:00:00.000Z"",1572.08,1560.01,1574.8,1546.02,4250000,0.15,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80686"),""2018-05-02T00:00:00.000Z"",1569.68,1580.98,1588.5,1566.36,4360000,-0.8,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80687"),""2018-05-01T00:00:00.000Z"",1582.26,1563.22,1585,1552.18,4570000,1.03,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80688"),""2018-04-30T00:00:00.000Z"",1566.13,1582.5,1596,1560.94,5460000,-0.41,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80689"),""2018-04-27T00:00:00.000Z"",1572.62,1634.01,1638.1,1567.39,13050000,3.6,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8068a"),""2018-04-26T00:00:00.000Z"",1517.96,1485.01,1529.42,1478.5,8800000,3.96,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8068b"),""2018-04-25T00:00:00.000Z"",1460.17,1458,1469.99,1415.02,6590000,0.01,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8068c"),""2018-04-24T00:00:00.000Z"",1460.09,1535.8,1539.5,1448.45,7490000,-3.81,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8068d"),""2018-04-23T00:00:00.000Z"",1517.86,1546.69,1548,1503.41,4470000,-0.63,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8068e"),""2018-04-20T00:00:00.000Z"",1527.49,1561.2,1561.2,1516.09,5540000,-1.89,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8068f"),""2018-04-19T00:00:00.000Z"",1556.91,1543.22,1568.52,1539.06,6520000,1.9,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80690"),""2018-04-18T00:00:00.000Z"",1527.84,1514.65,1533.8,1504.11,5230000,1.6,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80691"),""2018-04-17T00:00:00.000Z"",1503.83,1462.3,1507.19,1457.02,5110000,4.32,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80692"),""2018-04-16T00:00:00.000Z"",1441.5,1445,1447,1427.48,2810000,0.75,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80693"),""2018-04-13T00:00:00.000Z"",1430.79,1449.13,1459.78,1424.52,3690000,-1.22,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80694"),""2018-04-12T00:00:00.000Z"",1448.5,1439.5,1452.12,1435.06,3140000,1.5,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80695"),""2018-04-11T00:00:00.000Z"",1427.05,1439.44,1448.78,1424.89,3580000,-0.64,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80696"),""2018-04-10T00:00:00.000Z"",1436.22,1431.99,1438.38,1415.7,4280000,2.14,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80697"),""2018-04-09T00:00:00.000Z"",1406.08,1425.03,1438.48,1402.57,4210000,0.06,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80698"),""2018-04-06T00:00:00.000Z"",1405.23,1429.97,1452.5,1400.26,5880000,-3.2,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf80699"),""2018-04-05T00:00:00.000Z"",1451.75,1441.99,1459.56,1427.07,6410000,2.92,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8069a"),""2018-04-04T00:00:00.000Z"",1410.57,1358.24,1415.39,1352.88,6980000,1.33,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8069b"),""2018-04-03T00:00:00.000Z"",1392.05,1391.38,1414,1355.33,10230000,1.46,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8069c"),""2018-04-02T00:00:00.000Z"",1371.99,1417.62,1421.36,1355,10460000,-5.21,NASDAQ,USA,USD,Investing.com
ObjectId("5c6f6c07afdb6c3febf8069d"),""2018-03-29T00:00:00.000Z"",1447.34,1406,1455.47,1365.2,12580000,1.11,NASDAQ,USA,USD,Investing.com
