Date,Price,Open,High,Low,Vol.,Change %,Exchange,Country,Currency
4-Dec-18,"1,668.40","1,756.00","1,770.34","1,665.00",8.69M,-5.87%,NASDAQ,USA,USD
3-Dec-18,"1,772.36","1,769.46","1,778.34","1,730.00",6.86M,4.86%,NASDAQ,USA,USD
30-Nov-18,"1,690.17","1,679.50","1,696.00","1,666.50",5.76M,0.99%,NASDAQ,USA,USD
29-Nov-18,"1,673.57","1,674.99","1,689.99","1,652.33",6.61M,-0.25%,NASDAQ,USA,USD
28-Nov-18,"1,677.75","1,613.92","1,681.45","1,601.21",8.46M,6.09%,NASDAQ,USA,USD
27-Nov-18,"1,581.42","1,575.99","1,597.65","1,558.01",5.78M,0.01%,NASDAQ,USA,USD
26-Nov-18,"1,581.33","1,539.00","1,584.81","1,524.22",6.26M,5.28%,NASDAQ,USA,USD
23-Nov-18,"1,502.06","1,517.00","1,536.20","1,501.81",2.71M,-0.97%,NASDAQ,USA,USD
21-Nov-18,"1,516.73","1,542.99","1,550.00","1,515.00",5.72M,1.42%,NASDAQ,USA,USD
20-Nov-18,"1,495.46","1,437.50","1,534.75","1,420.00",10.88M,-1.11%,NASDAQ,USA,USD
19-Nov-18,"1,512.29","1,577.01","1,581.19","1,503.36",7.79M,-5.09%,NASDAQ,USA,USD
16-Nov-18,"1,593.41","1,587.50","1,614.48","1,573.12",6.07M,-1.61%,NASDAQ,USA,USD
15-Nov-18,"1,619.44","1,581.01","1,624.82","1,546.51",8.43M,1.28%,NASDAQ,USA,USD
14-Nov-18,"1,599.01","1,656.32","1,673.00","1,597.07",6.49M,-1.97%,NASDAQ,USA,USD
13-Nov-18,"1,631.17","1,649.29","1,677.06","1,613.75",5.93M,-0.35%,NASDAQ,USA,USD
12-Nov-18,"1,636.85","1,698.24","1,708.55","1,630.01",6.81M,-4.41%,NASDAQ,USA,USD
9-Nov-18,"1,712.43","1,732.50","1,743.92","1,701.87",5.90M,-2.42%,NASDAQ,USA,USD
8-Nov-18,"1,754.91","1,755.00","1,784.00","1,725.11",6.53M,-0.03%,NASDAQ,USA,USD
7-Nov-18,"1,755.49","1,673.00","1,759.23","1,664.08",8.19M,6.86%,NASDAQ,USA,USD
6-Nov-18,"1,642.81","1,618.35","1,665.00","1,614.55",4.26M,0.92%,NASDAQ,USA,USD
5-Nov-18,"1,627.80","1,657.57","1,658.09","1,596.36",5.62M,-2.27%,NASDAQ,USA,USD
2-Nov-18,"1,665.53","1,678.59","1,697.44","1,651.83",6.96M,0.00%,NASDAQ,USA,USD
1-Nov-18,"1,665.53","1,623.53","1,670.45","1,598.44",8.14M,4.23%,NASDAQ,USA,USD
31-Oct-18,"1,598.01","1,569.99","1,623.91","1,565.09",9.39M,4.42%,NASDAQ,USA,USD
30-Oct-18,"1,530.42","1,486.16","1,540.99","1,476.36",12.46M,-0.55%,NASDAQ,USA,USD
29-Oct-18,"1,538.88","1,660.00","1,665.74","1,495.00",13.87M,-6.33%,NASDAQ,USA,USD
26-Oct-18,"1,642.81","1,649.59","1,698.46","1,603.00",14.96M,-7.82%,NASDAQ,USA,USD
25-Oct-18,"1,782.17","1,703.34","1,794.81","1,692.01",10.29M,7.09%,NASDAQ,USA,USD
24-Oct-18,"1,664.20","1,773.70","1,777.71","1,656.56",6.93M,-5.91%,NASDAQ,USA,USD
23-Oct-18,"1,768.70","1,742.24","1,776.34","1,714.00",6.72M,-1.15%,NASDAQ,USA,USD
22-Oct-18,"1,789.30","1,784.00","1,809.50","1,756.00",4.50M,1.43%,NASDAQ,USA,USD
19-Oct-18,"1,764.03","1,785.16","1,809.10","1,753.00",5.91M,-0.38%,NASDAQ,USA,USD
18-Oct-18,"1,770.72","1,821.49","1,830.15","1,767.87",5.87M,-3.33%,NASDAQ,USA,USD
17-Oct-18,"1,831.73","1,842.79","1,845.00","1,807.00",5.30M,0.65%,NASDAQ,USA,USD
16-Oct-18,"1,819.96","1,783.50","1,823.88","1,761.55",5.86M,3.35%,NASDAQ,USA,USD
15-Oct-18,"1,760.95","1,795.00","1,795.05","1,734.23",6.44M,-1.55%,NASDAQ,USA,USD
12-Oct-18,"1,788.61","1,808.00","1,808.95","1,742.53",9.44M,4.03%,NASDAQ,USA,USD
11-Oct-18,"1,719.36","1,724.00","1,755.40","1,685.10",13.94M,-2.04%,NASDAQ,USA,USD
10-Oct-18,"1,755.25","1,857.89","1,858.56","1,754.41",10.99M,-6.15%,NASDAQ,USA,USD
9-Oct-18,"1,870.32","1,859.99","1,896.68","1,852.32",4.77M,0.32%,NASDAQ,USA,USD
8-Oct-18,"1,864.42","1,874.00","1,902.00","1,830.66",7.39M,-1.34%,NASDAQ,USA,USD
5-Oct-18,"1,889.65","1,917.99","1,929.08","1,862.83",6.82M,-1.04%,NASDAQ,USA,USD
4-Oct-18,"1,909.42","1,949.00","1,956.00","1,896.57",7.26M,-2.22%,NASDAQ,USA,USD
3-Oct-18,"1,952.76","1,981.70","1,989.70","1,949.81",5.25M,-0.94%,NASDAQ,USA,USD
2-Oct-18,"1,971.31","1,999.99","2,013.39","1,965.77",5.40M,-1.65%,NASDAQ,USA,USD
1-Oct-18,"2,004.36","2,021.99","2,033.19","2,003.60",3.47M,0.07%,NASDAQ,USA,USD
28-Sep-18,"2,003.00","2,004.41","2,026.52","1,996.46",4.09M,-0.50%,NASDAQ,USA,USD
27-Sep-18,"2,012.98","1,993.24","2,016.16","1,988.58",4.33M,1.93%,NASDAQ,USA,USD
26-Sep-18,"1,974.85","1,968.50","1,995.25","1,961.52",4.31M,0.02%,NASDAQ,USA,USD
25-Sep-18,"1,974.55","1,942.90","1,975.91","1,938.85",4.54M,2.08%,NASDAQ,USA,USD
24-Sep-18,"1,934.36","1,903.79","1,936.88","1,865.00",4.21M,1.01%,NASDAQ,USA,USD
21-Sep-18,"1,915.01","1,954.22","1,957.31","1,910.50",6.86M,-1.51%,NASDAQ,USA,USD
20-Sep-18,"1,944.30","1,938.58","1,955.00","1,932.25",3.15M,0.93%,NASDAQ,USA,USD
19-Sep-18,"1,926.42","1,940.50","1,940.83","1,904.90",4.06M,-0.75%,NASDAQ,USA,USD
18-Sep-18,"1,941.05","1,918.65","1,958.20","1,915.44",4.27M,1.73%,NASDAQ,USA,USD
17-Sep-18,"1,908.03","1,954.73","1,956.82","1,887.41",7.05M,-3.16%,NASDAQ,USA,USD
14-Sep-18,"1,970.19","1,992.93","1,993.65","1,959.22",3.64M,-0.99%,NASDAQ,USA,USD
13-Sep-18,"1,989.87","2,000.00","2,008.76","1,982.03",3.62M,-0.01%,NASDAQ,USA,USD
12-Sep-18,"1,990.00","1,994.00","2,000.00","1,962.44",4.41M,0.14%,NASDAQ,USA,USD
11-Sep-18,"1,987.15","1,928.27","1,988.88","1,917.00",5.03M,2.48%,NASDAQ,USA,USD
10-Sep-18,"1,939.01","1,971.00","1,973.04","1,931.52",4.54M,-0.67%,NASDAQ,USA,USD
7-Sep-18,"1,952.07","1,938.71","1,975.20","1,937.35",4.89M,-0.32%,NASDAQ,USA,USD
6-Sep-18,"1,958.31","2,006.51","2,007.50","1,935.21",7.49M,-1.83%,NASDAQ,USA,USD
5-Sep-18,"1,994.82","2,038.11","2,040.38","1,989.89",8.22M,-2.19%,NASDAQ,USA,USD
4-Sep-18,"2,039.51","2,026.50","2,050.50","2,013.00",5.72M,1.33%,NASDAQ,USA,USD
31-Aug-18,"2,012.71","2,007.00","2,022.38","2,004.74",4.20M,0.52%,NASDAQ,USA,USD
30-Aug-18,"2,002.38","1,997.42","2,025.57","1,986.90",7.28M,0.21%,NASDAQ,USA,USD
29-Aug-18,"1,998.10","1,953.45","1,998.69","1,948.94",6.53M,3.38%,NASDAQ,USA,USD
28-Aug-18,"1,932.82","1,937.73","1,941.78","1,928.82",3.10M,0.27%,NASDAQ,USA,USD
27-Aug-18,"1,927.68","1,915.00","1,927.70","1,909.28",3.57M,1.17%,NASDAQ,USA,USD
24-Aug-18,"1,905.39","1,910.51","1,916.01","1,902.54",2.80M,0.13%,NASDAQ,USA,USD
23-Aug-18,"1,902.90","1,907.17","1,919.50","1,900.76",3.56M,-0.10%,NASDAQ,USA,USD
22-Aug-18,"1,904.90","1,876.64","1,905.80","1,876.64",3.08M,1.14%,NASDAQ,USA,USD
21-Aug-18,"1,883.42","1,880.00","1,897.75","1,874.40",3.11M,0.36%,NASDAQ,USA,USD
20-Aug-18,"1,876.71","1,890.57","1,891.75","1,866.06",2.86M,-0.29%,NASDAQ,USA,USD
17-Aug-18,"1,882.22","1,885.80","1,888.00","1,855.55",4.10M,-0.23%,NASDAQ,USA,USD
16-Aug-18,"1,886.52","1,903.94","1,905.00","1,883.55",3.96M,0.21%,NASDAQ,USA,USD
15-Aug-18,"1,882.62","1,909.55","1,916.21","1,869.79",7.70M,-1.93%,NASDAQ,USA,USD
14-Aug-18,"1,919.65","1,919.39","1,921.01","1,900.00",3.99M,1.24%,NASDAQ,USA,USD
13-Aug-18,"1,896.20","1,898.50","1,925.00","1,893.67",5.53M,0.52%,NASDAQ,USA,USD
10-Aug-18,"1,886.30","1,888.51","1,899.50","1,878.21",3.64M,-0.64%,NASDAQ,USA,USD
9-Aug-18,"1,898.52","1,882.00","1,914.57","1,877.48",4.86M,0.64%,NASDAQ,USA,USD
8-Aug-18,"1,886.52","1,861.00","1,891.51","1,854.50",3.96M,1.29%,NASDAQ,USA,USD
7-Aug-18,"1,862.48","1,854.53","1,869.72","1,846.27",3.38M,0.80%,NASDAQ,USA,USD
6-Aug-18,"1,847.75","1,825.81","1,847.77","1,818.92",3.39M,1.34%,NASDAQ,USA,USD
3-Aug-18,"1,823.29","1,837.74","1,841.00","1,821.50",3.46M,-0.60%,NASDAQ,USA,USD
2-Aug-18,"1,834.33","1,788.77","1,836.56","1,786.00",4.35M,2.07%,NASDAQ,USA,USD
1-Aug-18,"1,797.17","1,784.00","1,798.44","1,776.02",4.15M,1.11%,NASDAQ,USA,USD
31-Jul-18,"1,777.44","1,786.49","1,801.83","1,739.32",5.74M,-0.10%,NASDAQ,USA,USD
30-Jul-18,"1,779.22","1,827.33","1,829.50","1,766.02",6.56M,-2.09%,NASDAQ,USA,USD
27-Jul-18,"1,817.27","1,876.05","1,880.05","1,806.53",9.68M,0.51%,NASDAQ,USA,USD
26-Jul-18,"1,808.00","1,839.00","1,844.68","1,804.50",9.92M,-2.98%,NASDAQ,USA,USD
25-Jul-18,"1,863.61","1,829.30","1,863.84","1,822.64",3.84M,1.88%,NASDAQ,USA,USD
24-Jul-18,"1,829.24","1,829.01","1,840.00","1,809.38",4.28M,1.51%,NASDAQ,USA,USD
23-Jul-18,"1,802.00","1,812.21","1,819.00","1,769.99",3.89M,-0.65%,NASDAQ,USA,USD
20-Jul-18,"1,813.70","1,825.01","1,834.84","1,810.06",3.89M,0.04%,NASDAQ,USA,USD
19-Jul-18,"1,812.97","1,829.46","1,841.00","1,811.27",4.68M,-1.63%,NASDAQ,USA,USD
18-Jul-18,"1,842.92","1,848.00","1,858.88","1,831.27",4.86M,-0.05%,NASDAQ,USA,USD
17-Jul-18,"1,843.93","1,811.56","1,851.69","1,797.38",5.68M,1.18%,NASDAQ,USA,USD
16-Jul-18,"1,822.49","1,821.95","1,841.95","1,814.45",5.47M,0.52%,NASDAQ,USA,USD
13-Jul-18,"1,813.03","1,803.93","1,815.30","1,795.22",4.39M,0.91%,NASDAQ,USA,USD
12-Jul-18,"1,796.62","1,764.51","1,798.00","1,762.18",4.53M,2.37%,NASDAQ,USA,USD
11-Jul-18,"1,755.00","1,737.99","1,756.96","1,734.00",3.21M,0.68%,NASDAQ,USA,USD
10-Jul-18,"1,743.07","1,738.53","1,750.00","1,731.00",3.00M,0.23%,NASDAQ,USA,USD
9-Jul-18,"1,739.02","1,724.05","1,739.56","1,716.23",3.01M,1.66%,NASDAQ,USA,USD
6-Jul-18,"1,710.63","1,696.00","1,715.27","1,691.67",2.65M,0.64%,NASDAQ,USA,USD
5-Jul-18,"1,699.73","1,705.38","1,710.69","1,682.15",2.98M,0.34%,NASDAQ,USA,USD
3-Jul-18,"1,693.96","1,723.96","1,725.00","1,692.48",2.18M,-1.16%,NASDAQ,USA,USD
2-Jul-18,"1,713.78","1,682.70","1,713.89","1,678.06",3.19M,0.82%,NASDAQ,USA,USD
29-Jun-18,"1,699.80","1,717.00","1,723.41","1,694.32",4.54M,-0.10%,NASDAQ,USA,USD
28-Jun-18,"1,701.45","1,672.54","1,705.50","1,661.17",4.53M,2.47%,NASDAQ,USA,USD
27-Jun-18,"1,660.51","1,708.11","1,711.95","1,660.00",4.87M,-1.81%,NASDAQ,USA,USD
26-Jun-18,"1,691.09","1,672.37","1,701.57","1,663.34",4.39M,1.68%,NASDAQ,USA,USD
25-Jun-18,"1,663.15","1,702.51","1,705.00","1,646.31",7.51M,-3.06%,NASDAQ,USA,USD
22-Jun-18,"1,715.67","1,742.62","1,743.00","1,711.90",4.08M,-0.84%,NASDAQ,USA,USD
21-Jun-18,"1,730.22","1,760.00","1,763.10","1,717.56",4.94M,-1.13%,NASDAQ,USA,USD
20-Jun-18,"1,750.08","1,742.50","1,762.93","1,741.36",4.33M,0.88%,NASDAQ,USA,USD
19-Jun-18,"1,734.78","1,709.04","1,736.11","1,700.39",4.29M,0.64%,NASDAQ,USA,USD
18-Jun-18,"1,723.79","1,706.26","1,726.74","1,702.56",3.11M,0.46%,NASDAQ,USA,USD
15-Jun-18,"1,715.97","1,714.00","1,720.87","1,708.52",4.78M,-0.46%,NASDAQ,USA,USD
14-Jun-18,"1,723.86","1,713.48","1,724.80","1,708.87",3.17M,1.11%,NASDAQ,USA,USD
13-Jun-18,"1,704.86","1,702.81","1,713.75","1,700.12",3.33M,0.36%,NASDAQ,USA,USD
12-Jun-18,"1,698.75","1,693.00","1,699.51","1,691.52",2.26M,0.57%,NASDAQ,USA,USD
11-Jun-18,"1,689.12","1,681.51","1,694.24","1,680.59",2.34M,0.30%,NASDAQ,USA,USD
8-Jun-18,"1,683.99","1,681.12","1,689.44","1,673.01",2.96M,-0.31%,NASDAQ,USA,USD
7-Jun-18,"1,689.30","1,698.56","1,699.90","1,676.11",3.77M,-0.38%,NASDAQ,USA,USD
6-Jun-18,"1,695.75","1,704.51","1,714.50","1,686.47",5.47M,-0.04%,NASDAQ,USA,USD
5-Jun-18,"1,696.35","1,672.99","1,699.00","1,670.06",4.78M,1.87%,NASDAQ,USA,USD
4-Jun-18,"1,665.27","1,648.90","1,665.68","1,645.49",3.19M,1.45%,NASDAQ,USA,USD
1-Jun-18,"1,641.54","1,637.03","1,646.73","1,635.09",3.31M,0.73%,NASDAQ,USA,USD
31-May-18,"1,629.62","1,623.00","1,635.00","1,621.35",3.17M,0.29%,NASDAQ,USA,USD
30-May-18,"1,624.89","1,618.10","1,626.00","1,612.93",2.91M,0.75%,NASDAQ,USA,USD
29-May-18,"1,612.87","1,600.71","1,621.79","1,600.15",3.85M,0.17%,NASDAQ,USA,USD
25-May-18,"1,610.15","1,603.00","1,614.12","1,600.45",2.70M,0.44%,NASDAQ,USA,USD
24-May-18,"1,603.07","1,598.03","1,608.24","1,588.38",3.43M,0.08%,NASDAQ,USA,USD
23-May-18,"1,601.86","1,571.05","1,601.86","1,566.34",3.36M,1.29%,NASDAQ,USA,USD
22-May-18,"1,581.40","1,589.89","1,589.89","1,575.25",2.12M,-0.26%,NASDAQ,USA,USD
21-May-18,"1,585.46","1,585.00","1,592.05","1,575.00",2.93M,0.70%,NASDAQ,USA,USD
18-May-18,"1,574.37","1,581.33","1,583.59","1,572.10",2.64M,-0.47%,NASDAQ,USA,USD
17-May-18,"1,581.76","1,580.56","1,594.04","1,573.00",2.15M,-0.35%,NASDAQ,USA,USD
16-May-18,"1,587.28","1,577.50","1,594.43","1,576.67",2.57M,0.71%,NASDAQ,USA,USD
15-May-18,"1,576.12","1,587.81","1,587.80","1,565.22",5.08M,-1.59%,NASDAQ,USA,USD
14-May-18,"1,601.54","1,604.00","1,611.18","1,600.05",2.51M,-0.09%,NASDAQ,USA,USD
11-May-18,"1,602.91","1,610.99","1,611.10","1,597.89",2.26M,-0.38%,NASDAQ,USA,USD
10-May-18,"1,609.08","1,608.47","1,615.60","1,603.44",2.82M,0.07%,NASDAQ,USA,USD
9-May-18,"1,608.00","1,600.00","1,608.00","1,592.00",3.64M,0.98%,NASDAQ,USA,USD
8-May-18,"1,592.39","1,595.00","1,596.88","1,582.51",3.07M,-0.48%,NASDAQ,USA,USD
7-May-18,"1,600.14","1,589.34","1,606.95","1,587.83",3.80M,1.21%,NASDAQ,USA,USD
4-May-18,"1,580.95","1,562.45","1,584.90","1,562.19",3.44M,0.56%,NASDAQ,USA,USD
3-May-18,"1,572.08","1,560.01","1,574.80","1,546.02",4.25M,0.15%,NASDAQ,USA,USD
2-May-18,"1,569.68","1,580.98","1,588.50","1,566.36",4.36M,-0.80%,NASDAQ,USA,USD
1-May-18,"1,582.26","1,563.22","1,585.00","1,552.18",4.57M,1.03%,NASDAQ,USA,USD
30-Apr-18,"1,566.13","1,582.50","1,596.00","1,560.94",5.46M,-0.41%,NASDAQ,USA,USD
27-Apr-18,"1,572.62","1,634.01","1,638.10","1,567.39",13.05M,3.60%,NASDAQ,USA,USD
26-Apr-18,"1,517.96","1,485.01","1,529.42","1,478.50",8.80M,3.96%,NASDAQ,USA,USD
25-Apr-18,"1,460.17","1,458.00","1,469.99","1,415.02",6.59M,0.01%,NASDAQ,USA,USD
24-Apr-18,"1,460.09","1,535.80","1,539.50","1,448.45",7.49M,-3.81%,NASDAQ,USA,USD
23-Apr-18,"1,517.86","1,546.69","1,548.00","1,503.41",4.47M,-0.63%,NASDAQ,USA,USD
20-Apr-18,"1,527.49","1,561.20","1,561.20","1,516.09",5.54M,-1.89%,NASDAQ,USA,USD
19-Apr-18,"1,556.91","1,543.22","1,568.52","1,539.06",6.52M,1.90%,NASDAQ,USA,USD
18-Apr-18,"1,527.84","1,514.65","1,533.80","1,504.11",5.23M,1.60%,NASDAQ,USA,USD
17-Apr-18,"1,503.83","1,462.30","1,507.19","1,457.02",5.11M,4.32%,NASDAQ,USA,USD
16-Apr-18,"1,441.50","1,445.00","1,447.00","1,427.48",2.81M,0.75%,NASDAQ,USA,USD
13-Apr-18,"1,430.79","1,449.13","1,459.78","1,424.52",3.69M,-1.22%,NASDAQ,USA,USD
12-Apr-18,"1,448.50","1,439.50","1,452.12","1,435.06",3.14M,1.50%,NASDAQ,USA,USD
11-Apr-18,"1,427.05","1,439.44","1,448.78","1,424.89",3.58M,-0.64%,NASDAQ,USA,USD
10-Apr-18,"1,436.22","1,431.99","1,438.38","1,415.70",4.28M,2.14%,NASDAQ,USA,USD
9-Apr-18,"1,406.08","1,425.03","1,438.48","1,402.57",4.21M,0.06%,NASDAQ,USA,USD
6-Apr-18,"1,405.23","1,429.97","1,452.50","1,400.26",5.88M,-3.20%,NASDAQ,USA,USD
5-Apr-18,"1,451.75","1,441.99","1,459.56","1,427.07",6.41M,2.92%,NASDAQ,USA,USD
4-Apr-18,"1,410.57","1,358.24","1,415.39","1,352.88",6.98M,1.33%,NASDAQ,USA,USD
3-Apr-18,"1,392.05","1,391.38","1,414.00","1,355.33",10.23M,1.46%,NASDAQ,USA,USD
2-Apr-18,"1,371.99","1,417.62","1,421.36","1,355.00",10.46M,-5.21%,NASDAQ,USA,USD
29-Mar-18,"1,447.34","1,406.00","1,455.47","1,365.20",12.58M,1.11%,NASDAQ,USA,USD
28-Mar-18,"1,431.42","1,447.00","1,455.90","1,386.17",13.71M,-4.38%,NASDAQ,USA,USD
27-Mar-18,"1,497.05","1,572.40","1,575.96","1,482.32",7.00M,-3.78%,NASDAQ,USA,USD
26-Mar-18,"1,555.86","1,530.00","1,556.99","1,499.25",5.62M,4.03%,NASDAQ,USA,USD
23-Mar-18,"1,495.56","1,539.01","1,549.02","1,495.36",8.01M,-3.19%,NASDAQ,USA,USD
22-Mar-18,"1,544.92","1,565.47","1,573.85","1,542.40",6.32M,-2.34%,NASDAQ,USA,USD
21-Mar-18,"1,581.86","1,586.45","1,590.00","1,563.17",4.75M,-0.29%,NASDAQ,USA,USD
20-Mar-18,"1,586.51","1,550.34","1,587.00","1,545.41",4.58M,2.69%,NASDAQ,USA,USD
19-Mar-18,"1,544.93","1,554.53","1,561.66","1,525.35",6.58M,-1.70%,NASDAQ,USA,USD
16-Mar-18,"1,571.68","1,583.45","1,589.44","1,567.50",5.43M,-0.67%,NASDAQ,USA,USD
15-Mar-18,"1,582.32","1,595.00","1,596.91","1,578.11",4.07M,-0.55%,NASDAQ,USA,USD
14-Mar-18,"1,591.00","1,597.00","1,606.44","1,590.89",4.26M,0.18%,NASDAQ,USA,USD
13-Mar-18,"1,588.18","1,615.96","1,617.54","1,578.01",6.53M,-0.64%,NASDAQ,USA,USD
12-Mar-18,"1,598.39","1,592.60","1,605.33","1,586.70",5.17M,1.24%,NASDAQ,USA,USD
9-Mar-18,"1,578.89","1,563.50","1,578.94","1,559.08",4.53M,1.74%,NASDAQ,USA,USD
8-Mar-18,"1,551.86","1,550.00","1,554.88","1,545.25",3.86M,0.44%,NASDAQ,USA,USD
7-Mar-18,"1,545.00","1,526.52","1,545.90","1,522.51",4.17M,0.48%,NASDAQ,USA,USD
6-Mar-18,"1,537.64","1,533.20","1,542.13","1,528.00",4.56M,0.92%,NASDAQ,USA,USD
5-Mar-18,"1,523.61","1,494.24","1,525.38","1,481.00",5.23M,1.56%,NASDAQ,USA,USD
2-Mar-18,"1,500.25","1,469.10","1,501.05","1,455.01",6.59M,0.46%,NASDAQ,USA,USD
1-Mar-18,"1,493.45","1,513.60","1,518.49","1,465.00",6.84M,-1.26%,NASDAQ,USA,USD
28-Feb-18,"1,512.45","1,519.51","1,528.70","1,512.00",4.52M,0.03%,NASDAQ,USA,USD
