Date,Price,Open,High,Low,Vol.,Change %,Exchange,Country,Currency
2-Mar-18,"1,390.00","1,420.00","1,420.00","1,370.00",0.07K,-2.11%,SIX,Switzerland,CHF
1-Mar-18,"1,420.00","1,430.00","1,440.00","1,420.00",0.06K,-2.07%,SIX,Switzerland,CHF
28-Feb-18,"1,450.00","1,430.00","1,450.00","1,430.00",0.04K,1.40%,SIX,Switzerland,CHF
27-Feb-18,"1,430.00","1,440.00","1,440.00","1,420.00",0.15K,0.70%,SIX,Switzerland,CHF
26-Feb-18,"1,420.00","1,410.00","1,420.00","1,400.00",0.06K,0.71%,SIX,Switzerland,CHF
23-Feb-18,"1,410.00","1,400.00","1,410.00","1,400.00",0.07K,0.71%,SIX,Switzerland,CHF
22-Feb-18,"1,400.00","1,400.00","1,400.00","1,400.00",0.01K,-0.71%,SIX,Switzerland,CHF
21-Feb-18,"1,410.00","1,400.00","1,410.00","1,370.00",0.04K,3.68%,SIX,Switzerland,CHF
20-Feb-18,"1,360.00","1,360.00","1,380.00","1,350.00",0.27K,1.49%,SIX,Switzerland,CHF
19-Feb-18,"1,340.00","1,360.00","1,360.00","1,340.00",0.03K,-1.47%,SIX,Switzerland,CHF
16-Feb-18,"1,360.00","1,360.00","1,360.00","1,360.00",0.15K,0.00%,SIX,Switzerland,CHF
15-Feb-18,"1,360.00","1,380.00","1,380.00","1,360.00",0.04K,2.26%,SIX,Switzerland,CHF
14-Feb-18,"1,330.00","1,320.00","1,330.00","1,320.00",0.02K,0.00%,SIX,Switzerland,CHF
13-Feb-18,"1,330.00","1,300.00","1,330.00","1,300.00",0.05K,3.10%,SIX,Switzerland,CHF
12-Feb-18,"1,290.00","1,280.00","1,300.00","1,270.00",0.06K,4.03%,SIX,Switzerland,CHF
9-Feb-18,"1,240.00","1,290.00","1,290.00","1,240.00",0.22K,-3.88%,SIX,Switzerland,CHF
8-Feb-18,"1,290.00","1,290.00","1,360.00","1,290.00",0.34K,-7.19%,SIX,Switzerland,CHF
7-Feb-18,"1,390.00","1,350.00","1,390.00","1,340.00",0.63K,6.92%,SIX,Switzerland,CHF
6-Feb-18,"1,300.00","1,250.00","1,340.00","1,150.00",0.61K,-4.41%,SIX,Switzerland,CHF
5-Feb-18,"1,360.00","1,300.00","1,360.00","1,290.00",0.15K,0.00%,SIX,Switzerland,CHF
2-Feb-18,"1,360.00","1,400.00","1,400.00","1,350.00",0.29K,0.74%,SIX,Switzerland,CHF
1-Feb-18,"1,350.00","1,390.00","1,390.00","1,340.00",0.13K,-1.46%,SIX,Switzerland,CHF
31-Jan-18,"1,370.00","1,340.00","1,370.00","1,340.00",0.03K,4.58%,SIX,Switzerland,CHF
30-Jan-18,"1,310.00","1,330.00","1,340.00","1,310.00",0.07K,-1.50%,SIX,Switzerland,CHF
29-Jan-18,"1,330.00","1,320.00","1,340.00","1,310.00",0.08K,0.76%,SIX,Switzerland,CHF
26-Jan-18,"1,320.00","1,310.00","1,320.00","1,300.00",0.05K,3.13%,SIX,Switzerland,CHF
25-Jan-18,"1,280.00","1,280.00","1,300.00","1,270.00",0.19K,-3.03%,SIX,Switzerland,CHF
24-Jan-18,"1,320.00","1,310.00","1,320.00","1,300.00",0.06K,1.54%,SIX,Switzerland,CHF
23-Jan-18,"1,300.00","1,300.00","1,300.00","1,290.00",0.05K,3.17%,SIX,Switzerland,CHF
22-Jan-18,"1,260.00","1,260.00","1,260.00","1,250.00",0.05K,0.80%,SIX,Switzerland,CHF
