Date,Price,Open,High,Low,Vol.,Change %,Exchange,Country,Currency
2-Mar-18,"1,200.33","1,216.99","1,221.90","1,184.00",14.47K,-2.71%,XETRA,Germany,EUR
1-Mar-18,"1,233.74","1,248.00","1,249.00","1,225.50",8.89K,-0.74%,XETRA,Germany,EUR
28-Feb-18,"1,242.96","1,240.00","1,253.01","1,240.00",8.74K,0.08%,XETRA,Germany,EUR
27-Feb-18,"1,242.00","1,241.90","1,244.93","1,232.03",12.31K,0.65%,XETRA,Germany,EUR
26-Feb-18,"1,233.98","1,221.99","1,238.32","1,220.10",12.08K,1.65%,XETRA,Germany,EUR
23-Feb-18,"1,213.96","1,215.99","1,217.97","1,206.56",9.07K,0.28%,XETRA,Germany,EUR
22-Feb-18,"1,210.55","1,207.65","1,217.50","1,200.37",10.55K,-0.51%,XETRA,Germany,EUR
21-Feb-18,"1,216.70","1,198.99","1,216.70","1,190.90",8.18K,1.84%,XETRA,Germany,EUR
20-Feb-18,"1,194.71","1,172.60","1,195.00","1,159.89",7.44K,1.76%,XETRA,Germany,EUR
19-Feb-18,"1,174.00","1,174.00","1,174.89","1,171.01",3.38K,0.34%,XETRA,Germany,EUR
16-Feb-18,"1,170.00","1,171.99","1,178.75","1,169.50",7.44K,0.17%,XETRA,Germany,EUR
15-Feb-18,"1,168.00","1,169.90","1,176.27","1,154.00",12.29K,1.04%,XETRA,Germany,EUR
14-Feb-18,"1,156.00","1,149.95","1,161.35","1,139.00",9.97K,1.93%,XETRA,Germany,EUR
13-Feb-18,"1,134.10","1,123.50","1,149.99","1,110.76",10.22K,0.90%,XETRA,Germany,EUR
12-Feb-18,"1,124.00","1,099.90","1,124.00","1,097.01",11.99K,3.69%,XETRA,Germany,EUR
9-Feb-18,"1,084.00","1,107.00","1,127.52","1,074.00",15.76K,-4.72%,XETRA,Germany,EUR
8-Feb-18,"1,137.65","1,162.00","1,173.16","1,130.00",14.95K,-4.24%,XETRA,Germany,EUR
7-Feb-18,"1,188.00","1,159.08","1,188.00","1,155.99",14.86K,5.88%,XETRA,Germany,EUR
6-Feb-18,"1,122.01","1,055.00","1,155.53","1,024.00",54.11K,-3.94%,XETRA,Germany,EUR
5-Feb-18,"1,168.00","1,144.00","1,174.33","1,108.01",22.57K,-0.85%,XETRA,Germany,EUR
2-Feb-18,"1,178.00","1,186.51","1,203.14","1,155.00",25.27K,2.43%,XETRA,Germany,EUR
1-Feb-18,"1,150.00","1,187.91","1,188.90","1,142.01",11.83K,-2.12%,XETRA,Germany,EUR
31-Jan-18,"1,174.95","1,162.00","1,176.57","1,159.90",8.49K,2.25%,XETRA,Germany,EUR
30-Jan-18,"1,149.06","1,144.00","1,152.18","1,116.01",10.00K,0.09%,XETRA,Germany,EUR
29-Jan-18,"1,148.00","1,138.00","1,150.00","1,130.00",13.66K,2.14%,XETRA,Germany,EUR
26-Jan-18,"1,124.00","1,110.00","1,128.00","1,108.00",6.04K,2.55%,XETRA,Germany,EUR
25-Jan-18,"1,096.00","1,094.00","1,106.00","1,084.00",5.16K,0.18%,XETRA,Germany,EUR
24-Jan-18,"1,094.00","1,108.00","1,118.00","1,094.00",8.01K,-0.73%,XETRA,Germany,EUR
23-Jan-18,"1,102.00","1,090.00","1,102.00","1,086.00",7.10K,2.61%,XETRA,Germany,EUR
22-Jan-18,"1,074.00","1,060.00","1,074.00","1,056.00",4.34K,1.32%,XETRA,Germany,EUR
