Date,Price,Open,High,Low,Vol.,Change %,Exchange,Country,Currency
26-Feb-18,"28,370.00","28,000.00","28,417.85","28,000.00",1.94K,2.12%,BMV,Mexico,MXN
23-Feb-18,"27,780.00","27,750.00","27,866.45","27,620.00",0.56K,0.54%,BMV,Mexico,MXN
22-Feb-18,"27,632.09","28,050.00","28,050.00","27,553.33",1.37K,-1.36%,BMV,Mexico,MXN
21-Feb-18,"28,012.59","27,762.00","28,140.00","27,653.58",4.43K,2.25%,BMV,Mexico,MXN
20-Feb-18,"27,396.42","27,251.76","27,840.00","27,251.76",7.25K,1.86%,BMV,Mexico,MXN
16-Feb-18,"26,895.00","27,050.00","27,050.00","26,550.00",0.81K,-0.37%,BMV,Mexico,MXN
15-Feb-18,"26,994.20","27,133.80","27,133.80","26,830.00",2.33K,0.13%,BMV,Mexico,MXN
14-Feb-18,"26,960.00","26,400.00","26,960.00","26,400.00",3.63K,2.04%,BMV,Mexico,MXN
13-Feb-18,"26,420.86","26,131.70","26,496.99","26,130.00",3.69K,1.81%,BMV,Mexico,MXN
12-Feb-18,"25,950.00","25,425.00","25,950.00","25,100.01",2.00K,3.50%,BMV,Mexico,MXN
9-Feb-18,"25,073.36","25,800.00","25,972.52","24,245.00",8.08K,-2.42%,BMV,Mexico,MXN
8-Feb-18,"25,695.66","26,656.90","26,732.40","25,662.90",3.77K,-3.55%,BMV,Mexico,MXN
7-Feb-18,"26,641.11","27,010.00","27,216.02","26,600.00",1.12K,-0.41%,BMV,Mexico,MXN
6-Feb-18,"26,750.00","25,800.00","26,750.00","25,499.99",5.42K,0.56%,BMV,Mexico,MXN
2-Feb-18,"26,600.00","27,120.00","27,680.00","26,139.05",10.30K,3.05%,BMV,Mexico,MXN
1-Feb-18,"25,811.92","26,737.40","26,818.43","25,530.00",5.48K,-4.90%,BMV,Mexico,MXN
31-Jan-18,"27,143.14","27,030.01","27,450.00","27,030.01",7.32K,0.73%,BMV,Mexico,MXN
30-Jan-18,"26,945.77","26,300.00","26,953.50","26,279.62",1.47K,2.13%,BMV,Mexico,MXN
29-Jan-18,"26,383.50","26,123.00","26,651.64","26,123.00",3.67K,1.60%,BMV,Mexico,MXN
26-Jan-18,"25,968.51","25,700.00","25,977.79","25,640.54",2.32K,1.46%,BMV,Mexico,MXN
25-Jan-18,"25,594.00","25,139.00","25,620.36","25,076.71",0.64K,1.93%,BMV,Mexico,MXN
24-Jan-18,"25,108.64","25,600.00","25,600.00","24,900.00",2.21K,-1.64%,BMV,Mexico,MXN
23-Jan-18,"25,527.78","24,800.00","25,597.99","24,800.00",4.25K,3.20%,BMV,Mexico,MXN
22-Jan-18,"24,736.31","24,356.92","24,754.00","24,356.92",1.18K,2.72%,BMV,Mexico,MXN
